1,BCRP,MDR1,MRP1,MRP2,MRP3,MRP4,MRP5,MRP6,MRP7,MRP8,MRP9,SMILES
FIBRICOR; FENOFIBRIC ACID,-7.0,-6.0,-5.6,-6.1,-5.1,-7.8,-9.1,-4.4,-6.2,-5.6,-8.6,C[C@H](Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)[O-]
FINASTERIDE; FINASTERIDE,-6.4,-6.8,-5.4,-5.6,-4.0,-4.7,-5.7,-2.9,-4.5,-2.7,-5.2,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
FIRAZYR; ICATIBANT ACETATE,-5.1,-8.2,-9.8,-11.1,-8.2,-7.1,-10.9,-7.4,-12.2,-9.5,0.0,NC(=[NH2+])NCCC[C@@H](N)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H](C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)[O-])C[C@@H]2CCCC[C@@H]21
FLAGYL ER; METRONIDAZOLE,-4.9,-3.3,-3.2,-3.5,-3.7,-3.0,-3.2,-2.1,-3.3,-2.9,-2.9,Cc1ncc([N+](=O)[O-])n1CCO
FLAXEDIL; GALLAMINE TRIETHIODIDE,0.0,-8.1,-1.2,-0.6,-2.9,-5.9,1.8,-3.1,-3.1,-2.3,-1.1,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
FLECAINIDE ACETATE; FLECAINIDE ACETATE,-8.8,-7.5,-4.3,-5.1,-5.1,-7.0,-5.8,-6.7,-5.7,-7.0,-5.8,O=C(NC[C@H]1CCCC[NH2+]1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
FLECTOR; DICLOFENAC EPOLAMINE,-6.7,-4.0,-6.0,-5.3,-5.8,-7.3,-10.2,-3.7,-4.8,-4.4,-6.5,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl
FLOROPRYL; ISOFLUROPHATE,-3.6,-3.7,-3.1,-4.2,-3.6,-0.7,-1.4,-3.2,-3.0,-3.1,-3.1,CC(C)OP(=O)(F)OC(C)C
FLOXIN IN DEXTROSE 5% IN PLASTIC CONTAINER; OFLOXACIN,-8.9,-7.0,-7.0,-5.8,-6.8,-7.5,-9.0,-4.5,-4.9,-5.7,-7.4,C[C@H]1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
FLOXURIDINE; FLOXURIDINE,-7.2,-6.6,-5.9,-6.0,-5.0,-5.0,-6.5,-6.1,-6.3,-4.8,-5.3,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
FLUMADINE; RIMANTADINE HYDROCHLORIDE,-1.2,-6.2,-4.2,0.0,-4.1,-5.3,-4.4,-4.3,-4.5,-3.5,-3.1,C[C@@H]([NH3+])[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
FLUMAZENIL; FLUMAZENIL,-6.4,-7.8,-5.4,-5.6,-4.3,-5.5,-4.8,-2.6,-3.4,-4.8,-5.5,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
FLUOR-OP; FLUOROMETHOLONE,-6.5,-7.4,-6.9,-6.0,-6.7,-6.9,-8.0,-7.0,-7.1,-7.0,-7.3,CC(=O)[C@]1(O)CC[C@H]2[C@H]3C[C@@H](C)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@]21C
FLUOTHANE; HALOTHANE,-3.9,-4.0,-2.8,-1.8,-2.2,-2.8,-2.8,-2.5,-2.8,-2.5,-2.7,FC(F)(F)[C@@H](Cl)Br
FLUOXETINE; FLUOXETINE HYDROCHLORIDE,-8.0,-8.1,-5.8,-3.7,-5.4,-6.8,-7.0,-5.0,-5.5,-6.4,-7.0,C[NH2+]CC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1
FLUPHENAZINE HCL; FLUPHENAZINE HYDROCHLORIDE,-11.0,-8.2,-6.4,-6.1,-7.6,-5.3,-6.2,-3.2,-4.8,-5.8,-7.0,OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
FLUVASTATIN; FLUVASTATIN,-11.0,-10.7,-7.8,-8.0,-6.3,-11.1,-9.9,-6.9,-7.1,-10.0,-11.8,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21
FLUVOXAMINE MALEATE; FLUVOXAMINE MALEATE,-7.8,-7.5,-5.8,-4.2,-6.5,-7.2,-7.5,-5.2,-5.2,-7.0,-8.0,COCCCC/C(=N\OCC[NH3+])c1ccc(C(F)(F)F)cc1
FORTOVASE; SAQUINAVIR,-10.5,-12.0,-7.8,-10.3,-9.3,-10.3,-8.2,-7.2,-8.1,-5.0,-10.3,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
FOSAMAX PLUS D; CHOLECALCIFEROL,-8.3,-7.7,-6.2,-4.8,-5.4,-7.1,-6.8,-5.1,-4.4,-5.3,-5.1,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12
FOSCARNET SODIUM; FOSCARNET SODIUM,-3.3,-7.1,-4.0,-3.0,-3.9,-5.7,-6.8,-6.0,-2.1,-2.7,-6.2,O=C([O-])[P@](=O)([O-])O
FROVA; FROVATRIPTAN SUCCINATE,-7.5,-8.4,-5.5,-5.0,-5.7,-5.6,-5.9,-5.0,-4.8,-2.2,-4.2,C[NH2+][C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
"FULVICIN P/G 165; GRISEOFULVIN, ULTRAMICROCRYSTALLINE",-4.3,-5.9,-6.0,-3.5,-4.3,-5.1,-5.3,-3.5,-2.6,-2.9,-5.1,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
FURADANTIN; NITROFURANTOIN,-6.1,-5.8,-4.5,-3.8,-6.6,-5.5,-5.7,-3.8,-2.6,-5.4,-5.4,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
FUROSEMIDE; FUROSEMIDE,-7.7,-4.0,-5.1,-5.0,-6.5,-6.4,-6.4,-5.1,-4.9,-5.8,-6.5,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl
GABAPENTIN; GABAPENTIN,-3.0,-4.8,-3.5,-4.7,-5.9,-5.3,-4.0,-5.6,-0.6,-5.0,-3.6,[NH3+]CC1(CC(=O)[O-])CCCCC1
GABITRIL; TIAGABINE HYDROCHLORIDE,-5.5,-6.5,-5.3,-6.7,-7.6,-6.3,-8.7,-5.5,-5.5,-5.4,-6.8,Cc1ccsc1C(=CCC[N@H+]1CCC[C@@H](C(=O)[O-])C1)c1sccc1C
GALANTAMINE HYDROBROMIDE; GALANTAMINE HYDROBROMIDE,-4.7,-7.0,-6.0,-5.5,-6.6,-5.6,-5.1,-3.4,-5.4,-5.9,-5.8,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[N@@H+](C)C2
GAMENE; LINDANE,-4.2,-6.2,-3.8,-3.2,-3.9,-3.7,-3.6,-2.3,-4.0,-0.7,-3.4,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
GANIRELIX ACETATE; GANIRELIX ACETATE,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-3.4,0.0,0.0,CCN/C(NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN/C(NCC)=[NH+]/CC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O)=[NH+]\CC
GANITE; GALLIUM NITRATE,-1.4,-1.2,-1.3,-1.0,-1.3,-0.8,-1.1,-0.5,-0.7,-0.6,-1.0,O=[N+]([O-])[O-]
GATIFLOXACIN; GATIFLOXACIN,-8.8,-7.2,-5.2,-4.2,-6.2,-7.7,-7.2,-4.2,-4.7,-4.3,-7.3,COc1c(N2CC[NH2+][C@@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
GEMFIBROZIL; GEMFIBROZIL,-7.1,-6.6,-5.3,-4.8,-4.7,-6.7,-6.9,-2.0,-3.2,-4.4,-7.0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)[O-])c1
GENVOYA; ELVITEGRAVIR,-7.8,-9.8,-7.3,-6.8,-7.7,-7.3,-6.9,-6.0,-6.1,-5.3,-7.9,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)[O-])cn2[C@H](CO)C(C)C
GEODON; ZIPRASIDONE HYDROCHLORIDE,-9.0,-8.8,-6.6,-6.0,-7.1,-7.6,-6.9,-3.8,-6.5,-6.7,-6.2,O=C1Cc2cc(CC[NH+]3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
GEOPEN; CARBENICILLIN DISODIUM,-6.8,-7.0,-8.1,-5.6,-6.2,-8.2,-9.2,-5.3,-2.9,-7.3,-9.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
GILENYA; FINGOLIMOD,-8.4,-9.7,-5.2,-4.1,-6.3,-7.4,-8.2,-7.1,-4.5,-5.5,-5.7,CCCCCCCCc1ccc(CCC([NH3+])(CO)CO)cc1
GILOTRIF; AFATINIB DIMALEATE,-8.4,-9.3,-6.8,-4.9,-6.5,-7.2,-8.9,-5.3,-5.4,-6.4,-7.6,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
GLEEVEC; IMATINIB MESYLATE,-11.5,-10.4,-6.6,-6.5,-6.9,-6.6,-7.3,-5.6,-5.0,-7.4,-4.6,Cc1ccc(NC(=O)c2ccc(C[NH+]3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
GLIPIZIDE AND METFORMIN HYDROCHLORIDE; GLIPIZIDE,-7.6,-7.7,-6.9,-6.8,-6.5,-6.3,-8.8,-4.6,-5.1,-5.1,-4.4,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1
GLYSET; MIGLITOL,-6.6,-6.8,-5.9,-4.9,-6.1,-5.2,-5.3,-7.1,-6.3,-4.7,-5.4,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
GLYXAMBI; LINAGLIPTIN,-5.9,-8.2,-6.9,-4.3,-7.7,-7.5,-6.6,-5.1,-2.1,-6.4,-4.4,CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
GRANISETRON HYDROCHLORIDE; GRANISETRON HYDROCHLORIDE,-6.5,-7.6,-4.2,-4.4,-4.5,-5.3,-5.2,-5.3,-5.7,-4.3,-5.9,Cn1nc(C(=O)N[C@H]2C[C@H]3CCC[C@@H](C2)[N@H+]3C)c2ccccc21
GUANIDINE HYDROCHLORIDE; GUANIDINE HYDROCHLORIDE,-1.4,-1.3,-2.6,-1.3,-3.9,-3.4,-1.4,-2.4,-1.3,-4.0,-1.2,NC(N)=[NH2+]
GYNE-SULF; SULFACETAMIDE,-4.8,-4.8,-4.5,-4.9,-4.3,-4.4,-5.0,-2.2,-4.4,-5.0,-4.0,CC(=O)NS(=O)(=O)c1ccc(N)cc1
GYNE-SULF; SULFATHIAZOLE,-5.6,-5.4,-5.2,-4.4,-5.0,-5.5,-6.2,-4.3,-5.0,-4.7,-4.5,Nc1ccc(S(=O)(=O)/N=c2\[nH]ccs2)cc1
HABITROL; NICOTINE,-5.3,-5.0,-3.8,-2.2,-4.3,-4.2,-5.1,-4.6,-3.9,-4.3,-4.1,CN1CCC[C@@H]1c1cccnc1
HALCION; TRIAZOLAM,-4.8,-7.0,-5.8,-3.9,-5.9,-5.9,-6.7,-3.8,-4.9,-5.3,-4.8,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
HALDOL; HALOPERIDOL,-10.5,-7.5,-6.8,-6.1,-7.4,-7.1,-5.4,-4.8,-6.7,-4.4,-6.7,O=C(CCC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
HALDOL; HALOPERIDOL DECANOATE,-10.1,-9.6,-7.3,-5.6,-8.1,-7.1,-6.4,-5.4,-4.7,-6.5,-7.9,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1
HALFAN; HALOFANTRINE HYDROCHLORIDE,-9.7,-10.9,-6.6,-5.7,-5.2,-8.0,-6.8,-4.7,-5.3,-7.6,-6.4,CCCC[NH+](CCCC)CC[C@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
HALFLYTELY; BISACODYL,-10.0,-8.6,-8.1,-6.4,-7.0,-5.7,-7.7,-4.8,-4.5,-6.2,-6.6,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
HALOTEX; HALOPROGIN,-6.1,-6.2,-4.4,-3.9,-4.5,-4.1,-4.6,-3.6,-3.3,-4.0,-5.3,Clc1cc(Cl)c(OCC#CI)cc1Cl
HEAVY SOLUTION NUPERCAINE; DIBUCAINE HYDROCHLORIDE,-12.1,-11.0,-7.7,-9.4,-7.6,-10.5,-10.0,-6.2,-7.3,-7.1,-9.8,O=c1c(O)c(-c2ccc(O)c(OCc3ccc(F)cc3)c2)oc2cc(O)cc(O)c12
HEDULIN; PHENINDIONE,-7.3,-8.2,-6.4,-3.9,-5.1,-5.1,-4.7,-4.6,-2.9,-4.7,-6.0,O=C1C(c2ccccc2)=C([O-])c2ccccc21
HEMANGEOL; PROPRANOLOL HYDROCHLORIDE,-5.5,-7.3,-4.9,-5.2,-5.9,-6.2,-7.1,-6.2,-5.6,-6.8,-6.9,CC(C)[NH2+]C[C@@H](O)COc1cccc2ccccc12
HEXALEN; ALTRETAMINE,-5.3,-3.6,-3.6,-4.0,-3.4,-3.3,-4.5,-3.4,-3.7,-3.8,-3.4,CN(C)c1nc(N(C)C)nc(N(C)C)n1
HIPREX; METHENAMINE HIPPURATE,-5.8,-5.0,-5.1,-3.8,-5.1,-6.8,-8.6,-3.4,-3.7,-5.5,-5.1,O=C([O-])CNC(=O)c1ccccc1
HISPRIL; DIPHENYLPYRALINE HYDROCHLORIDE,-8.1,-7.1,-5.4,-4.1,-2.8,-6.5,-6.9,-4.5,-4.4,-5.7,-5.5,C[NH+]1CCC(OC(c2ccccc2)c2ccccc2)CC1
HISTAMINE PHOSPHATE; HISTAMINE PHOSPHATE,-4.4,-3.7,-3.7,-3.5,-4.1,-5.1,-4.6,-3.9,-3.6,-3.9,-4.4,[NH3+]CCc1c[nH]cn1
HIVID; ZALCITABINE,-6.9,-6.0,-5.6,-5.8,-4.6,-5.3,-6.1,-4.3,-5.4,-4.5,-4.8,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
HIWOLFIA; RAUWOLFIA SERPENTINA ROOT,-8.7,-5.8,-6.9,-4.9,-6.1,-6.3,-6.0,-4.3,-5.8,-4.9,-6.1,COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
HYCAMTIN; TOPOTECAN HYDROCHLORIDE,-9.4,-8.3,-7.3,-5.9,-5.7,-6.9,-7.6,-6.5,-5.4,-5.8,-5.8,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
HYDROMOX; QUINETHAZONE,-6.7,-6.9,-5.9,-6.1,-4.9,-6.6,-5.4,-5.7,-6.6,-4.7,-5.8,CC[C@@H]1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
HYDROXYZINE PAMOATE; HYDROXYZINE PAMOATE,-8.7,-10.5,-8.1,-6.0,-8.3,-9.2,-7.7,-6.7,-4.8,-7.1,-10.8,O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O
HYTRIN; TERAZOSIN HYDROCHLORIDE,-8.9,-8.4,-5.6,-4.4,-5.9,-6.0,-5.9,-4.1,-4.5,-4.5,-7.3,COc1cc2nc(N3CCN(C(=O)[C@@H]4CCCO4)CC3)nc(N)c2cc1OC
IC-GREEN; INDOCYANINE GREEN,-7.7,-6.6,-7.7,-7.0,-7.9,-5.2,-10.5,-6.8,-2.1,-6.7,-8.4,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21
ICLUSIG; PONATINIB HYDROCHLORIDE,-10.3,-11.1,-7.4,-6.4,-6.7,-7.0,-8.1,-4.9,-4.6,-6.3,-7.2,Cc1ccc(C(=O)Nc2ccc(CN3CC[NH+](C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
IDKIT:HP; CITRIC ACID,-4.3,-3.5,-5.8,-6.0,-4.8,-5.8,-9.9,-4.5,-3.4,-3.2,-4.4,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]
ILEVRO; NEPAFENAC,-9.2,-7.9,-5.8,-6.3,-5.9,-7.0,-9.7,-4.1,-3.9,-4.4,-6.0,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[n-]c3=O)cc2Cl)nn(C)c1=O
IMBRUVICA; IBRUTINIB,-7.4,-8.1,-6.2,-5.0,-7.2,-7.8,-6.8,-5.9,-4.9,-6.3,-6.1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
IMIPENEM AND CILASTATIN; IMIPENEM,-6.2,-8.6,-6.5,-6.6,-7.8,-8.7,-7.7,-5.7,-4.1,-8.1,-8.5,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SCC/[NH+]=C/N)C[C@H]12
IMIPRAMINE HYDROCHLORIDE; IMIPRAMINE HYDROCHLORIDE,-3.7,-4.4,-5.0,-3.6,-4.3,-6.0,-4.9,-4.5,-4.9,-2.9,-5.6,C[NH+](C)CCCN1c2ccccc2CCc2ccccc21
IMODIUM A-D EZ CHEWS; LOPERAMIDE HYDROCHLORIDE,-5.3,-8.3,-7.3,-5.1,-7.6,-7.3,-6.4,-4.1,-5.5,-5.7,-6.4,CN(C)C(=O)C(CC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
IMPAVIDO; MILTEFOSINE,-7.4,-8.3,-5.2,-5.3,-2.9,-5.3,-9.6,-3.5,-3.1,-4.7,-5.1,CCCCCCCCCCCCCCCCO[P@](=O)([O-])OCC[N+](C)(C)C
IMPLANON; ETONOGESTREL,-4.6,-7.8,-5.9,-4.4,-4.9,-6.6,-6.1,-3.0,-4.3,-7.1,-5.8,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC
INCIVEK; TELAPREVIR,-7.4,-8.1,-7.4,-6.5,-6.4,-4.3,-6.9,-7.7,-3.8,-5.3,-6.9,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
INDAPAMIDE; INDAPAMIDE,-8.1,-7.7,-5.3,-5.5,-5.4,-6.3,-6.6,-6.0,-6.5,-6.0,-7.1,C[C@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
INDOCIN; INDOMETHACIN,-8.6,-7.4,-5.0,-5.1,-7.0,-5.9,-6.6,-4.9,-4.0,-5.6,-3.5,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1
INFUVITE PEDIATRIC (PHARMACY BULK PACKAGE); RIBOFLAVIN,-11.3,-9.4,-9.2,-8.4,-8.2,-7.3,-9.1,-6.9,-7.7,-9.0,-9.5,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
INLYTA; AXITINIB,-7.9,-8.9,-6.2,-5.9,-6.0,-8.4,-8.5,-4.0,-4.3,-6.7,-7.1,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
INTELENCE; ETRAVIRINE,-8.3,-6.9,-6.1,-5.2,-5.7,-6.3,-6.1,-5.0,-5.4,-6.4,-6.4,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br
INVEGA; PALIPERIDONE,-7.4,-8.3,-6.9,-6.2,-6.8,-7.2,-7.8,-5.4,-5.2,-4.6,-6.5,Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O
INVERSINE; MECAMYLAMINE HYDROCHLORIDE,-3.7,-6.9,-3.9,0.0,-2.9,0.0,-4.1,-3.3,-4.4,-3.1,-3.2,CN[C@]1(C)[C@H]2CC[C@H](C2)C1(C)C
INVOKAMET; CANAGLIFLOZIN,-11.4,-11.1,-10.4,-9.2,-8.1,-10.2,-9.3,-7.2,-8.2,-6.8,-9.7,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1
IQUIX; LEVOFLOXACIN,-7.3,-7.0,-5.9,-4.5,-3.7,-5.8,-5.6,-4.2,-4.5,-4.8,-5.5,COC(=O)c1cn2c3c(c(N4CC[NH+](C)CC4)c(F)cc3c1=O)OC[C@@H]2C
IRESSA; GEFITINIB,-8.0,-8.6,-7.4,-5.1,-5.5,-7.3,-6.9,-4.5,-6.3,-6.3,-6.8,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCC[NH+]1CCOCC1
IRRIGATING SOLUTION G IN PLASTIC CONTAINER; SODIUM CARBONATE,-4.4,-3.1,-3.9,-4.2,-3.4,-5.0,-3.9,-3.7,-3.4,-4.0,-2.7,O=C(O)O
ISTODAX; ROMIDEPSIN,-5.4,-5.8,-5.0,-6.1,-5.8,-1.5,-5.2,-5.6,-6.5,-2.9,-5.6,C/C=C1\NC(=O)[C@@H](CS)NC(=O)[C@@H](C(C)C)CC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](C(C)C)NC1=O
ITRACONAZOLE; ITRACONAZOLE,-9.7,-9.7,-7.7,-7.1,-6.5,-6.9,-7.9,-5.1,-5.9,-6.4,-7.5,CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
JAKAFI; RUXOLITINIB PHOSPHATE,-9.0,-7.8,-6.1,-7.2,-5.5,-6.2,-6.6,-5.2,-4.8,-4.9,-7.2,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
JUXTAPID; LOMITAPIDE MESYLATE,-10.4,-9.9,-9.4,-7.9,-7.7,-6.9,-8.0,-5.8,-5.1,-7.0,-8.2,O=C(NC1CC[NH+](CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
KALETRA; LOPINAVIR,-9.2,-9.9,-8.1,-7.3,-5.5,-10.5,-7.7,-6.1,-5.3,-8.1,-10.3,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
KALYDECO; IVACAFTOR,-7.6,-8.3,-6.4,-5.4,-6.0,-4.8,-5.3,-5.5,-4.6,-5.6,-6.5,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
KAZANO; ALOGLIPTIN BENZOATE,-7.3,-8.2,-5.2,-5.8,-5.8,-5.7,-7.6,-4.8,-4.5,-4.7,-4.2,Cn1c(=O)cc(N2CCC[C@@H]([NH3+])C2)n(Cc2ccccc2C#N)c1=O
KEMADRIN; PROCYCLIDINE HYDROCHLORIDE,-5.4,-7.0,-5.2,-3.5,-6.1,-5.8,-6.5,-4.8,-4.7,-5.5,-6.2,O[C@](CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1
KENGREAL; CANGRELOR,-11.3,-11.4,-9.8,-10.0,-8.9,-12.0,-14.7,-9.3,-7.8,-9.9,-14.5,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O
KEPPRA; LEVETIRACETAM,-6.7,-6.0,-4.5,-6.0,-4.3,-4.1,-3.8,-3.6,-4.8,-4.8,-4.8,CC[C@@H](C(N)=O)N1CCCC1=O
KERYDIN; TAVABOROLE,-6.7,-5.6,-4.2,-3.5,-5.2,-4.6,-4.9,-4.4,-4.9,-4.9,-5.1,OB1OCc2cc(F)ccc21
KETALAR; KETAMINE HYDROCHLORIDE,-6.7,-6.5,-4.8,-5.2,-5.8,-5.7,-5.0,-4.1,-4.8,-5.6,-4.5,CN[C@@]1(c2ccccc2Cl)CCCCC1=O
KETEK; TELITHROMYCIN,-4.7,-5.9,-6.3,-2.8,-3.8,-6.4,-1.5,-0.5,-5.0,-5.8,-8.7,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3c[nH+]c(-c4cccnc4)c3)C(=O)O[C@]12C
KINEVAC; SINCALIDE,-11.8,-9.6,-9.3,-9.9,-9.4,-10.9,-17.9,-8.7,-8.3,-12.6,-8.8,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)[O-])cc1)NC(=O)[C@@H]([NH3+])CC(=O)[O-])C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](Cc1ccccc1)C(N)=O
KORLYM; MIFEPRISTONE,-5.4,-4.9,-5.3,-4.8,-4.1,-6.9,-6.0,-3.5,-4.4,-5.0,-7.1,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
KUVAN; SAPROPTERIN DIHYDROCHLORIDE,-6.0,-5.6,-5.6,-7.5,-6.8,-4.6,-5.7,-6.1,-6.1,-5.0,-4.7,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1
